module,type,name,res_id,src,value
account,rml,account.vat.declaration,0,Solde,
account,code,addons\account\account_move_line.py,0,Some entries are already reconciled !,有些凭证已经核销!
account,wizard_field,"account.general.ledger.report,checktype,sortbydate",0,Sort by:,排序按:
account,view,account.tax,0,Special Computation,特殊计算
account,view,account.tax.template,0,Special Computation,特殊计算
account,code,addons\account\wizard\wizard_validate_account_move.py,0,Specified Journal does not have any account move entries in draft state for this period,指定的分类账在这期间没有凭证为草稿状态
account,view,account.move.line,0,St.,状态
account,code,addons\account\wizard\wizard_bank_reconcile.py,0,Standard Encoding,标准编码
account,wizard_view,"account.move.journal,init",0,Standard entries,标准凭证
account,model,"ir.actions.wizard,name",account.action_move_journal_line_form_select,Standard entry,标准凭证
account,field,"account.config.wizard,date1",0,Start Date,开始日期
account,field,"account.fiscalyear,date_start",0,Start Date,开始日期
account,field,"account.subscription,date_start",0,Start Date,开始日期
account,wizard_field,"account.account.balance.report,checktype,date_from",0,Start date,开始日期
account,field,"account.period,date_start",0,Start of Period,启动周期
account,wizard_field,"account.aged.trial.balance,init,date1",0,Start of period,开始期间
account,wizard_field,"account.analytic.account.analytic.check.report,init,date1",0,Start of period,开始期间
account,wizard_field,"account.analytic.account.balance.report,init,date1",0,Start of period,开始期间
account,wizard_field,"account.analytic.account.cost_ledger.report,init,date1",0,Start of period,开始期间
account,wizard_field,"account.analytic.account.inverted.balance.report,init,date1",0,Start of period,开始期间
account,wizard_field,"account.analytic.account.journal.report,init,date1",0,Start of period,开始期间
account,wizard_field,"account.analytic.account.quantity_cost_ledger.report,init,date1",0,Start of period,开始期间
account,wizard_field,"account.automatic.reconcile,init,date1",0,Start of period,开始期间
account,field,"account.bank.statement,balance_start",0,Starting Balance,期初余额
account,field,"account.analytic.account,state",0,State,状态
account,field,"account.bank.statement,state",0,State,状态
account,field,"account.invoice,state",0,State,状态
account,view,account.move,0,State,状态
account,view,account.move.line,0,State,状态
account,view,account.subscription,0,State,状态
account,view,account.bank.statement,0,Statement,报表
account,field,"account.bank.statement.line,statement_id",0,Statement,报表
account,field,"account.move.line,statement_id",0,Statement,报表
account,model,"process.transition,name",account.process_transition_statemententries0,Statement Entries,报表项
account,model,"process.process,name",account.process_process_statementprocess0,Statement Process,报表处理
account,model,"process.node,note",account.process_node_bankstatement0,Statement encoding produces payment entries,货品付款凭证编码报表
account,model,"process.node,note",account.process_node_supplierbankstatement0,Statement encoding produces payment entries,货品付款凭证编码报表
account,view,account.bank.statement,0,Statement lines,报表明细
account,field,"account.bank.statement,line_ids",0,Statement lines,报表明细
account,model,"ir.model,name",account.model_account_bank_statement_reconcile,Statement reconcile,报表核销
account,model,"ir.model,name",account.model_account_bank_statement_reconcile_line,Statement reconcile line,报表核销项
account,model,"ir.actions.act_window,name",account.action_bank_statement_reconciliation_form,Statements reconciliation,核销表
account,model,"ir.ui.menu,name",account.menu_action_account_bank_reconcile_tree,Statements reconciliation,报表核销
account,view,account.fiscalyear,0,States,状态
account,view,account.period,0,States,状态
account,field,"account.fiscalyear,state",0,Status,状态
account,field,"account.journal.period,state",0,Status,状态
account,field,"account.move,state",0,Status,状态
account,field,"account.move.line,state",0,Status,状态
account,field,"account.period,state",0,Status,状态
account,field,"account.subscription,state",0,Status,状态
account,rml,account.overdue,0,Sub-Total:,小计:
account,field,"account.subscription.line,subscription_id",0,Subscription,循环
account,wizard_view,"account.subscription.generate,init",0,Subscription Compute,循环计算
account,model,"ir.actions.act_window,name",account.action_subscription_form,Subscription Entries,循环凭证
account,model,"ir.ui.menu,name",account.menu_action_subscription_form,Subscription Entries,循环凭证
account,view,account.subscription,0,Subscription Lines,循环明细
account,field,"account.subscription,lines_id",0,Subscription Lines,循环明细
account,view,account.subscription,0,Subscription Periods,循环期间
account,view,account.subscription.line,0,Subscription lines,循环明细
account,field,"account.invoice.line,price_subtotal",0,Subtotal,
account,selection,"account.bank.statement.line,type",0,Supplier,供货商
account,view,res.partner,0,Supplier Accounting Properties,供应商会计属性
account,view,res.partner,0,Supplier Debit,供应商借方
account,rml,account.invoice,0,Supplier Invoice,供应商发票
account,selection,"account.invoice,type",0,Supplier Invoice,采购发票
account,model,"process.process,name",account.process_process_supplierinvoiceprocess0,Supplier Invoice Process,供应商发票处理
account,model,"ir.actions.act_window,name",account.action_invoice_tree2,Supplier Invoices,供应商发票
account,model,"ir.ui.menu,name",account.menu_action_invoice_tree2,Supplier Invoices,供应商发票
account,rml,account.invoice,0,Supplier Refund,采购退货
account,selection,"account.invoice,type",0,Supplier Refund,采购退货
account,model,"ir.actions.act_window,name",account.action_invoice_tree4,Supplier Refunds,采购退货
account,model,"ir.ui.menu,name",account.menu_action_invoice_tree4,Supplier Refunds,采购退货
account,field,"product.template,supplier_taxes_id",0,Supplier Taxes,进项税
account,view,account.invoice,0,Supplier invoice,采购发票
account,wizard_field,"account.chart,init,target_move",0,Target Moves,目标科目
account,rml,account.invoice,0,Tax,税
account,field,"account.invoice,amount_tax",0,Tax,税
account,field,"account.move.line,account_tax_id",0,Tax,税
account,field,"account.invoice.tax,account_id",0,Tax Account,税科目
account,field,"account.move.line,tax_code_id",0,Tax Account,税科目
account,field,"account.tax,type_tax_use",0,Tax Application,税应用
account,field,"account.tax.code,name",0,Tax Case Name,税事务名称
account,field,"account.tax.code.template,name",0,Tax Case Name,税事务名称
account,field,"account.invoice.tax,tax_code_id",0,Tax Code,税编码
account,field,"account.tax,description",0,Tax Code,税编码
account,field,"account.tax,tax_code_id",0,Tax Code,税编码
account,field,"account.tax.template,tax_code_id",0,Tax Code,税编码
account,model,"ir.model,name",account.model_account_tax_code,Tax Code,税编码
account,field,"account.invoice.tax,tax_amount",0,Tax Code Amount,税编码金额
account,field,"account.tax,ref_tax_sign",0,Tax Code Sign,税的借贷方向(1为借方
account,field,"account.tax,tax_sign",0,Tax Code Sign,税的借贷方向(1为借方
account,field,"account.tax.template,ref_tax_sign",0,Tax Code Sign,税的借贷方向(1为借方
account,field,"account.tax.template,tax_sign",0,Tax Code Sign,税的借贷方向(1为借方)
account,model,"ir.model,name",account.model_account_tax_code_template,Tax Code Template,税编码模板
account,model,"ir.actions.act_window,name",account.action_account_tax_code_template_form,Tax Code Templates,税编码模板
account,model,"ir.ui.menu,name",account.menu_action_account_tax_code_template_form,Tax Code Templates,税编码模板
account,view,account.tax,0,Tax Declaration,税申报
account,view,account.tax.template,0,Tax Declaration,税申报
account,view,account.tax,0,Tax Definition,税定义
account,view,account.tax.template,0,Tax Definition,税定义
account,field,"account.invoice.tax,name",0,Tax Description,税说明
account,field,"account.tax,tax_group",0,Tax Group,税组
account,field,"account.tax.template,tax_group",0,Tax Group,税组
account,field,"account.tax,price_include",0,Tax Included in Price,含税价
account,field,"account.invoice,tax_line",0,Tax Lines,税明细
account,view,account.fiscal.position,0,Tax Mapping,税图表
account,field,"account.fiscal.position,tax_ids",0,Tax Mapping,税图表
account,field,"account.fiscal.position.template,tax_ids",0,Tax Mapping,税图表
account,field,"account.tax,name",0,Tax Name,税名称
account,field,"account.tax.template,name",0,Tax Name,税名称
account,rml,account.vat.declaration,0,Tax Report,税务报表
account,field,"account.fiscal.position.tax,tax_src_id",0,Tax Source,税来自
account,field,"account.fiscal.position.tax.template,tax_src_id",0,Tax Source,税来自
account,field,"account.chart.template,tax_template_ids",0,Tax Template List,税列出模板
account,model,"ir.actions.act_window,name",account.action_account_tax_template_form,Tax Templates,税模板
account,model,"ir.ui.menu,name",account.menu_action_account_tax_template_form,Tax Templates,税模板
account,field,"account.tax,type",0,Tax Type,税类别
account,field,"account.tax.template,type",0,Tax Type,税类别
account,field,"account.tax.template,type_tax_use",0,Tax Use In,税用在
account,code,addons\account\invoice.py,0,Tax base different !\nClick on compute to update tax base,税基不同!\n点击计算更新税基
account,view,account.invoice.tax,0,Tax codes,税编码
account,model,"ir.actions.act_window,name",account.action_tax_code_list,Tax codes,税编码
account,model,"ir.ui.menu,name",account.menu_action_tax_code_list,Tax codes,税编码
account,field,"account.tax,child_depend",0,Tax on Children,子税
account,field,"account.tax.template,child_depend",0,Tax on Children,子税
account,field,"account.move.line,tax_amount",0,Tax/Base Amount,赋税金额
account,field,"account.move.line,amount_taxed",0,Taxed Amount,税金
account,rml,account.invoice,0,Taxes,税
account,view,account.invoice,0,Taxes,税
account,field,"account.invoice.line,invoice_line_tax_id",0,Taxes,税
account,model,"ir.actions.act_window,name",account.action_tax_form,Taxes,税
account,model,"ir.ui.menu,name",account.menu_action_tax_form,Taxes,税
account,model,"ir.ui.menu,name",account.next_id_27,Taxes,税
account,view,account.fiscal.position.template,0,Taxes Mapping,税图表
account,model,"ir.actions.report.xml,name",account.account_vat_declaration,Taxes Report,税务报表
account,model,"ir.ui.menu,name",account.menu_tax_report,Taxes Reports,税务报表
account,code,addons\account\invoice.py,0,Taxes missing !,缺少税!
account,rml,account.invoice,0,Taxes:,税:
account,rml,account.invoice,0,Tel. :,电话:
account,model,"ir.model,name",account.model_account_fiscal_position_template,Template for Fiscal Position,财务结构模板
account,model,"ir.ui.menu,name",account.account_template_folder,Templates,模板
account,model,"ir.model,name",account.model_account_chart_template,Templates for Account Chart,科目表
account,model,"ir.model,name",account.model_account_account_template,Templates for Accounts,科目模板
account,field,"account.payment.term,line_ids",0,Terms,条款
account,constraint,ir.model,0,The Object name must start with x_ and not contain any special character !,对象名必须要以X_开头并且不能含有特殊字符!
account,help,"account.invoice.tax,base_code_id",0,The account basis of the tax declaration.,税务申报的主要科目
account,code,addons\account\account_bank_statement.py,0,The account entries lines are not in valid state.,凭证没有有效的状态.
account,code,addons\account\account_move_line.py,0,The account is not defined to be reconcile !,这科目没有定义要核销!
account,help,"account.invoice,reconciled",0,The account moves of the invoice have been reconciled with account moves of the payment(s).,发票的科目凭证已核销科目凭证和付款.
account,help,"account.move.line,amount_currency",0,The amount expressed in an optionnal other currency if it is a multi-currency entry.,如果使用多种货币这金额表示选择其它货币.
account,help,"account.model.line,amount_currency",0,The amount expressed in an optionnal other currency.,使用其它货币金额
account,help,"account.bank.statement.reconcile,total_second_amount",0,The amount in the currency of the journal,分类账使用货币表示的金额
account,help,"account.invoice,partner_bank",0,The bank account to pay to or to be paid from,这银行帐号来支付或将要用来支付
account,help,"account.move.line,statement_id",0,The bank statement used for bank reconciliation,这银行对账单用于银行往来核销
account,help,"account.tax,type",0,The computation method for the tax amount.,税金的计算方法
account,help,"account.bank.statement.reconcile,total_second_currency",0,The currency of the journal,分类账使用的货币
account,help,"account.journal,currency",0,The currency used to enter statement,使用的货币
account,help,"account.model.line,date",0,The date of the generated entries,凭证产生的日期
account,code,addons\account\account_bank_statement.py,0,The expected balance (%.2f) is different than the computed one. (%.2f),这预计余额(%.2f)是不同的计算(%.2f).
account,help,"res.partner,property_account_position",0,The fiscal position will determine taxes and the accounts used for the the partner.,财务结构将决定业务伙伴使用的税和科目
account,help,"account.invoice.line,account_id",0,The income or expense account related to the selected product.,选择的货品收入和费用科目
account,code,addons\account\wizard\wizard_fiscalyear_close.py,0,The journal must have centralised counterpart,分类账必须对应
account,code,addons\account\wizard\wizard_fiscalyear_close.py,0,The journal must have default credit and debit account,分类账必须定义借方和贷方科目
account,help,"account.model.line,date_maturity",0,The maturity date of the generated entries for this model. You can chosse between the date of the creation action or the the date of the creation of the entries plus the partner payment terms.,这月产生凭证的最后一天.你能选择在创建日期到合作伙伴付款条件的日期之间的一天.
account,help,"account.move.line,move_id",0,The move of this entry line.,凭证明细变动
account,code,addons\account\wizard\wizard_fiscalyear_close.py,0,The opening journal must not have any entry in the new fiscal year !,这打开的分类账必须没有任何条目在新的会计年度里
account,help,"account.move.line,quantity",0,"The optional quantity expressed by this line, eg: number of product sold. The quantity is not a legal requirement but is very usefull for some reports.",可选数量表示此行.如:销售货品的数量.这数量用于非正式但非常有用的报表.
account,help,"account.model.line,quantity",0,The optional quantity on entries,凭证的可选数量
account,help,"account.move.line,currency_id",0,The optionnal other currency if it is a multi-currency entry.,如果使用多种货币选择其它货币.
account,help,"account.invoice,account_id",0,The partner account used for this invoice.,用在这发票的业务伙伴科目
account,help,"account.invoice,reference",0,The partner reference of this invoice.,这发票的业务伙伴摘要
account,help,"account.payment.term.line,sequence",0,The sequence field is used to order the payment term lines from the lowest sequences to the higher ones,序号字段用于付款条款的排序从低到高.
account,help,"account.model.line,sequence",0,The sequence field is used to order the resources from lower sequences to higher ones,这序列字段使用从高到低排序
account,help,"account.tax,sequence",0,"The sequence field is used to order the tax lines from the lowest sequences to the higher ones. The order is important if you have a tax with several tax children. In this case, the evaluation order is important.",
account,help,"account.tax.template,sequence",0,"The sequence field is used to order the taxes lines from lower sequences to higher ones. The order is important if you have a tax that has several tax children. In this case, the evaluation order is important.",序列字段用于税明细的排序从低到高.如果税中有子税这排序是重要的
account,help,"account.journal,sequence_id",0,The sequence gives the display order for a list of journals,这序列给出分类账目录的显示顺序
account,help,"account.journal,invoice_sequence_id",0,The sequence used for invoice numbers in this journal.,这序列用于分类账发票号
account,code,addons\account\account_bank_statement.py,0,The statement balance is incorrect !\n,这资产负债不正确!\n
account,help,"account.invoice.tax,tax_code_id",0,The tax basis of the tax declaration.,税务申报基于的税
account,help,"account.journal,user_id",0,The user responsible for this journal,这分类账用户责任
account,help,"account.period,special",0,These periods can overlap.,这周期可以重叠
account,rml,account.third_party_ledger,0,Third Party Ledger,第三方分类账
account,rml,account.journal.period.print,0,Third party,第三方
account,rml,account.tax.code.entries,0,Third party (Country),第三方(国家)
account,model,"ir.ui.menu,name",account.next_id_43,This Month,本月
account,help,"res.partner,property_account_payable",0,This account will be used instead of the default one as the payable account for the current partner,这科目将用于当前业务伙伴替代默认的一个用作支付科目
account,help,"res.partner,property_account_receivable",0,This account will be used instead of the default one as the receivable account for the current partner,这科目将用于当前业务伙伴替代默认的一个用作支付科目
account,help,"product.template,property_account_income",0,This account will be used instead of the default one to value incoming stock for the current product,这科目将用于当前货品替代默认的一个进仓值
account,help,"product.template,property_account_expense",0,This account will be used instead of the default one to value outgoing stock for the current product,这科目将用于当前货品替代默认的一个出仓值
account,help,"product.category,property_account_income_categ",0,This account will be used to value incoming stock for the current product category,这科目将用于当前货品分类替代默认的一个进仓值
account,help,"product.category,property_account_expense_categ",0,This account will be used to value outgoing stock for the current product category,这科目将用于当前货品分类替代默认的一个出仓值
account,help,"populate_statement_from_inv,init,journal_id",0,"This field allow you to choose the accounting journals you want for filtering the invoices. If you left this field empty, it will search on all sale, purchase and cash journals.",这字段允许你选择会计分类账要过滤的发票.如果你设为空将搜索所有销售采购和现金分类账
account,help,"account.tax,domain",0,This field is only used if you develop your own module allowing developers to create specific taxes in a custom domain.,这字段只用于如果你开发自己的模块允许开发者在自定义域创建特定的税
account,help,"account.tax.template,domain",0,This field is only used if you develop your own module allowing developers to create specific taxes in a custom domain.,这一字段只用于如果你开发自己的模块允许开发者在自定义域创建特定的税
account,help,"account.move.line,date_maturity",0,This field is used for payable and receivable entries. You can put the limit date for the payment of this entry line.,这字段用于应付账款和应收账款凭证.你可以放入支付凭证明细的限制日期
account,help,"account.model,name",0,This is a model for recurring accounting entries,这是一个循环科目凭证模板
account,help,"account.tax,name",0,This name will be displayed on reports,这名称将显示在报表
account,help,"res.partner,property_payment_term",0,This payment term will be used instead of the default one for the current partner,当前业务伙伴这付款条件将用于替代默认
account,code,addons\account\wizard\wizard_journal.py,0,This period is already closed !,这个期间已经关闭!
account,view,wizard.multi.charts.accounts,0,"This will automatically configure your chart of accounts, bank accounts, taxes and journals according to the selected template",这将根据你选择的模板自动设置你的科目表、银行帐号、税和分类账.
account,help,"account.account,currency_mode",0,"This will select how the current currency rate for outgoing transactions is computed. In most countries the legal method is ""average"" but only a few software systems are able to manage this. So if you import from another software system you may have to use the rate at date. Incoming transactions always use the rate at date.",这将选择将要结束的交易的当前汇率计算。在大多数国家法定为平均但是只有少数软件系统能够管理.所以如果你导入另一个软件系统你必须使用当日汇率导入的交易总是使用这当日汇率
account,wizard_field,"account.analytic.line,init,to_date",0,To,到
account,field,"account.move,to_check",0,To Be Verified,待核实
account,rml,account.analytic.account.analytic.check,0,Total,总计
account,rml,account.analytic.account.balance,0,Total,总计
account,rml,account.analytic.account.inverted.balance,0,Total,总计
account,rml,account.analytic.account.quantity_cost_ledger,0,Total,总计
account,field,"account.invoice,amount_total",0,Total,总计
account,field,"account.invoice,check_total",0,Total,总计
account,view,account.move,0,Total Credit,贷方总计
account,view,account.move,0,Total Debit,借方总计
account,field,"res.partner,debit",0,Total Payable,总应付款
account,field,"res.partner,credit",0,Total Receivable,总应收款
account,view,account.analytic.line,0,Total amount,总金额
account,view,account.invoice,0,Total amount,总金额
account,rml,account.overdue,0,Total amount due:,欠款总金额:
account,help,"res.partner,credit",0,Total amount this customer owes you.,客户欠款总额
account,help,"res.partner,debit",0,Total amount you have to pay to this supplier.,欠供应商总金额
account,view,account.move.line,0,Total credit,贷方总计
account,view,account.move.line,0,Total debit,借方总计
account,field,"account.bank.statement.reconcile,total_entry",0,Total entries,总凭证
account,view,account.analytic.line,0,Total quantity,总数量
account,field,"account.bank.statement.reconcile,total_new",0,Total write-off,冲销总金额
account,rml,account.analytic.account.cost_ledger,0,Total:,总计:
account,rml,account.analytic.account.quantity_cost_ledger,0,Total:,总计:
account,rml,account.central.journal,0,Total:,总计:
account,rml,account.general.journal,0,Total:,总计:
account,rml,account.invoice,0,Total:,总计:
account,model,"ir.actions.report.xml,name",account.account_transfers,Transfers,调拨
account,selection,"account.tax,applicable_type",0,True,真
account,selection,"account.tax.template,applicable_type",0,True,真
account,field,"account.analytic.journal,type",0,Type,类别
account,field,"account.bank.statement.line,type",0,Type,类别
account,field,"account.invoice,type",0,Type,类别
account,field,"account.journal,type",0,Type,类别
account,field,"account.move,type",0,Type,类别
account,field,"account.move.reconcile,type",0,Type,类别
account,xsl,account.transfer,0,Type,类别
account,field,"account.journal,type_control_ids",0,Type Controls,控制类别
account,code,addons\account\account_move_line.py,0,Unable to change tax !,无法变更税务！
account,code,addons\account\account_bank_statement.py,0,"Unable to reconcile entry ""%s"": %.2f","不能核销凭证""%s"": %.2f"
account,help,"account.invoice,number",0,"Unique number of the invoice, computed automatically when the invoice is created.",独一无二的发票号码计算是发票创建时自动计算
account,rml,account.invoice,0,Unit Price,单价
account,field,"account.invoice.line,price_unit",0,Unit Price,单价
account,field,"account.invoice.line,uos_id",0,Unit of Measure,计量单位
account,model,"ir.actions.act_window,name",account.action_invoice_tree7,Unpaid Customer Invoices,未支付的客户发票
account,model,"ir.ui.menu,name",account.menu_action_invoice_tree7,Unpaid Customer Invoices,未支付的客户发票
account,model,"ir.actions.act_window,name",account.action_invoice_tree11,Unpaid Customer Refunds,未支付的客户退货
account,model,"ir.ui.menu,name",account.menu_action_invoice_tree11,Unpaid Customer Refunds,未支付的客户退货
account,model,"ir.actions.act_window,name",account.action_invoice_tree9,Unpaid Supplier Invoices,未支付的供应商发票
account,model,"ir.ui.menu,name",account.menu_action_invoice_tree9,Unpaid Supplier Invoices,未支付的供应商发票
account,model,"ir.actions.act_window,name",account.action_invoice_tree13,Unpaid Supplier Refunds,未支付的采购退货
account,model,"ir.ui.menu,name",account.menu_action_invoice_tree13,Unpaid Supplier Refunds,未支付的采购退货
account,model,"ir.actions.act_window,name",account.act_account_journal_2_account_invoice_opened,Unpaid invoices,未支付发票
account,wizard_button,"account.move.line.unreconcile,init,unrec",0,Unreconcile,未核销
account,wizard_button,"account.reconcile.unreconcile,init,unrec",0,Unreconcile,未核销
account,model,"ir.actions.wizard,name",account.wizard_reconcile_unreconcile,Unreconcile Entries,未核销凭证
account,model,"ir.actions.wizard,name",account.wizard_unreconcile,Unreconcile Entries,未核销凭证
account,model,"ir.actions.wizard,name",account.wizard_unreconcile_select,Unreconcile entries,选择未核销凭证
account,model,"ir.ui.menu,name",account.menu_unreconcile_select,Unreconcile entries,未核销凭证
account,selection,"account.account.type,close_method",0,Unreconciled,未核销
account,model,"ir.actions.act_window,name",account.act_account_acount_move_line_open_unreconciled,Unreconciled entries,未核销凭证
account,wizard_view,"account.move.line.unreconcile,init",0,Unreconciliation,未核销
account,wizard_view,"account.move.line.unreconcile.select,init",0,Unreconciliation,未核销
account,wizard_view,"account.reconcile.unreconcile,init",0,Unreconciliation,未核销
account,wizard_view,"account.move.line.unreconcile,init",0,Unreconciliation transactions,未核销交易
account,wizard_view,"account.reconcile.unreconcile,init",0,Unreconciliation transactions,未核销交易
account,field,"account.invoice,amount_untaxed",0,Untaxed,免税
account,view,account.invoice,0,Untaxed amount,未完税金额
account,field,"account.analytic.line,product_uom_id",0,UoM,计量单位
account,field,"account.move.line,product_uom_id",0,UoM,计量单位
account,wizard_view,"account_use_models,create",0,Use Model,使用模块
account,help,"account.tax,base_code_id",0,Use this code for the VAT declaration.,增值税申报使用这个编码
account,help,"account.tax,ref_base_code_id",0,Use this code for the VAT declaration.,增值税申报使用者编码
account,help,"account.tax,ref_tax_code_id",0,Use this code for the VAT declaration.,增值税申报使用这个编码
account,help,"account.tax,tax_code_id",0,Use this code for the VAT declaration.,增值税申报使用这编码
account,help,"account.tax.template,base_code_id",0,Use this code for the VAT declaration.,增值税申报使用这个编码
account,help,"account.tax.template,ref_base_code_id",0,Use this code for the VAT declaration.,增值税申报使用这个编码
account,help,"account.tax.template,ref_tax_code_id",0,Use this code for the VAT declaration.,增值税申报使用这个编码
account,help,"account.tax.template,tax_code_id",0,Use this code for the VAT declaration.,增值税申报使用这个编码
account,field,"account.analytic.line,user_id",0,User,用户
account,field,"account.journal,user_id",0,User,用户
account,code,addons\account\account.py,0,UserError,用户错误
account,code,addons\account\account_move_line.py,0,UserError,用户错误
account,code,addons\account\invoice.py,0,UserError,用户错误
account,code,addons\account\wizard\wizard_automatic_reconcile.py,0,UserError,
account,code,addons\account\wizard\wizard_fiscalyear_close.py,0,UserError,用户错误
account,code,addons\account\wizard\wizard_fiscalyear_close_state.py,0,UserError,
account,code,addons\account\wizard\wizard_journal.py,0,UserError,用户错误
account,help,"account.tax,base_sign",0,Usually 1 or -1.,
account,help,"account.tax,ref_base_sign",0,Usually 1 or -1.,
account,help,"account.tax,ref_tax_sign",0,Usually 1 or -1.,
account,help,"account.tax,tax_sign",0,Usually 1 or -1.,
account,help,"account.tax.template,base_sign",0,Usually 1 or -1.,使用1或者-1
account,help,"account.tax.template,ref_base_sign",0,Usually 1 or -1.,使用1或者-1
account,help,"account.tax.template,ref_tax_sign",0,Usually 1 or -1.,使用1或者-1
account,help,"account.tax.template,tax_sign",0,Usually 1 or -1.,使用1或者-1
account,selection,"account.tax,tax_group",0,VAT,增值税
account,selection,"account.tax.template,tax_group",0,VAT,增值税
account,rml,account.invoice,0,VAT :,增值税:
account,rml,account.overdue,0,VAT:,增值税
account,selection,"account.move.line,state",0,Valid,生效
account,model,"process.transition,name",account.process_transition_suppliervalidentries0,Valid Entries,有效凭证
account,model,"process.transition,name",account.process_transition_validentries0,Valid Entries,有效凭证
account,model,"process.transition,note",account.process_transition_suppliervalidentries0,Valid entries from invoice,发票有效凭证
account,model,"process.transition,note",account.process_transition_validentries0,Valid entries from invoice,发票有效凭证
account,view,account.invoice,0,Validate,确认
account,view,account.move,0,Validate,确认
account,wizard_button,"account.move.validate,init,validate",0,Validate,确认
account,wizard_view,"account.move.validate,init",0,Validate Account Entries,确认科目凭证
account,model,"ir.actions.wizard,name",account.wizard_validate_account_moves,Validate Account Moves,确认科目凭证
account,model,"ir.actions.wizard,name",account.wizard_validate_account_moves_line,Validate Account Moves,确认科目凭证
account,model,"ir.ui.menu,name",account.menu_validate_account_moves,Validate Account Moves,确认科目变动
account,model,"process.node,note",account.process_node_accountingentries0,Validated accounting entries.,确认会计凭证
account,model,"process.node,note",account.process_node_supplieraccountingentries0,Validated accounting entries.,确认会计凭证
account,field,"account.payment.term.line,value",0,Value,值
account,field,"account.payment.term.line,value_amount",0,Value Amount,价值金额
account,selection,"account.account,type",0,View,视图
account,selection,"account.account.template,type",0,View,视图
account,model,"account.account.type,name",account.account_type_root,View,视图
account,selection,"account.analytic.account,type",0,View,视图
account,field,"account.journal,view_id",0,View,视图
account,wizard_view,"account.analytic.line,init",0,View Account Analytic Lines,查看科目分析明细
account,rml,account.tax.code.entries,0,Voucher Nb,凭证号
account,rml,account.journal.period.print,0,Voucher No,凭证编号
account,code,addons\account\account_move_line.py,0,Warning,警告
account,code,addons\account\wizard\wizard_validate_account_move.py,0,Warning,警告
account,code,addons\account\invoice.py,0,Warning !,警告!
account,wizard_field,"account.general.ledger.report,checktype,amount_currency",0,With Currency,币别
account,selection,"account.account.balance.report,checktype,display_account",0,With balance is not equal to 0,
account,selection,"account.general.ledger.report,checktype,display_account",0,With balance is not equal to 0,
account,selection,"account.account.balance.report,checktype,display_account",0,With movements,一致
account,selection,"account.general.ledger.report,checktype,display_account",0,With movements,一致
account,rml,account.overdue,0,"Would your payment have been carried out after this mail was sent, please consider the present one as void. Do not hesitate to contact our accounting departement at +32 81 81 37 00.",如果您在我们发出这封邮件之后有过付款
account,view,account.bank.statement.reconcile,0,Write-Off,冲销
account,field,"account.bank.statement.reconcile,line_new_ids",0,Write-Off,冲销
account,wizard_view,"account.move.line.reconcile,init_full",0,Write-Off,冲销
account,wizard_view,"account.move.line.reconcile,init_partial",0,Write-Off,冲销
account,wizard_field,"account.move.line.reconcile,addendum,journal_id",0,Write-Off Journal,冲销分类账
account,wizard_view,"account.automatic.reconcile,init",0,Write-Off Move,注销凭证
account,wizard_view,"account.invoice.pay,addendum",0,Write-Off Move,冲销凭证
account,wizard_view,"account.move.line.reconcile,addendum",0,Write-Off Move,冲销凭证
account,wizard_field,"account.move.line.reconcile,addendum,period_id",0,Write-Off Period,冲销期间
account,wizard_field,"account.invoice.pay,addendum,writeoff_acc_id",0,Write-Off account,冲销科目
account,wizard_field,"account.move.line.reconcile,addendum,writeoff_acc_id",0,Write-Off account,冲销科目
account,wizard_field,"account.move.line.reconcile,init_full,writeoff",0,Write-Off amount,冲销金额
account,wizard_field,"account.move.line.reconcile,init_partial,writeoff",0,Write-Off amount,冲销金额
account,wizard_field,"account.invoice.pay,addendum,writeoff_journal_id",0,Write-Off journal,冲销分类账
account,field,"account.tax.code,sum",0,Year Sum,年总计
account,wizard_button,"account.wizard_paid_open,init,yes",0,Yes,是
account,help,"account.move.line,blocked",0,You can check this box to mark the entry line as a litigation with the associated partner,你能通过勾选此项标志这凭证明细与业务伙伴的争议
account,code,addons\account\account_move_line.py,0,You can not add/modify entries in a closed journal.,你不能在已关闭的分类账中增加/修改凭证.
account,code,addons\account\account_move_line.py,0,"You can not change the tax, you should remove and recreate lines !",你不能修改这税你应该删除和重建这明细！
account,code,addons\account\account.py,0,You can not deactivate an account that contains account moves.,你不能停止这科目包括这科目凭证.
account,code,addons\account\account.py,0,"You can not delete posted movement: ""%s""!","你不能删除已登帐的凭证:""""%s""""!"""
account,code,addons\account\account_move_line.py,0,You can not do this modification on a confirmed entry ! Please note that you can just change some non important fields !,你不能修改一个已经确认的凭证!请注意你只能改变一些不重要字段!
account,code,addons\account\account_move_line.py,0,You can not do this modification on a reconciled entry ! Please note that you can just change some non important fields !,你不能修改一个已经核对的凭证!请注意你只能改变一些不重要字段!
account,code,addons\account\account.py,0,You can not modify a posted entry of this journal !\nYou should set the journal to allow cancelling entries if you want to do that.,你不能修改已登帐的凭证 !\n如果你想做到这点你应该设定分类账允许取消凭证
account,code,addons\account\account.py,0,You can not modify/delete a journal with entries for this period !,你不能修改/删除在此期间凭证!
account,code,addons\account\account_move_line.py,0,You can not use an inactive account!,你不能使用不活动科目!
account,code,addons\account\account_move_line.py,0,You can not use this general account in this journal !,你不能在这分类账使用这普通科目
